"CODIGO","NOMBRE","NIVEL","ACLARACION"
"783708","ALARGAMIENTO DE PERONE POR TÉCNICA DE DISTRACCIÓN CON CORTICOTOMIA/OSTEOTOMIA",3,
"783801","ALARGAMIENTO DE TARSIANOS (UNO O MÁS) POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783802","ALARGAMIENTO DE TARSIANOS (UNO O MÁS) POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783803","ALARGAMIENTO DE METARSIANOS (UNO O MÁS) POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783804","ALARGAMIENTO DE METARSIANOS (UNO O MÁS) POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783805","ALARGAMIENTO DE TARSIANOS (UNO O MÁS) POR TECNICA DE DISTRACCIÓN SIN CORTICOTOMIA/OSTEOTOMIA",3,
"783806","ALARGAMIENTO DE TARSIANOS (UNO O MÁS) POR TECNICA DE DISTRACCIÓN CON CORTICOTOMIA/OSTEOTOMIA",3,
"783911","ALARGAMIENTO DE FALANGES DE PIE POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783912","ALARGAMIENTO DE FALANGES DE PIE POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACION Y OSTEOTOMIA",3,
"783914","ALARGAMIENTO DE FALANGES DE PIE POR TECNICA DE DISTRACCION CON CORTICOTOMIA/OSTEOTOMIA",3,
"785100","FIJACION INTERNA SIN REDUCCION DE FRACTURA EN ESCAPULA, CLAVICULA O TORAX (COSTILLAS Y ESTERNON) SOD",2,
"785200","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE HUMERO SOD",2,
"785300","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE RADIO O CUBITO SOD",2,
"785400","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE CARPIANOS O METACARPIANOS SOD",2,
"785500","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE FEMUR SOD",3,
"785600","F IJACION INTERNA SIN REDUCCION DE FRACTURA DE ROTULA SOD",2,
"785700","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE TIBIA O PERONE SOD",3,
"785800","FIJACION INTERNA SIN REDUCCION DE FRACTURA DE TARSIANOS O METATARSIANOS SOD",2,
"786101","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNON]",2,
"786102","EXTRACCIÓN DE CUERPO EXTRAÑO EN ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNON], VÍA ABIERTA",2,
"786201","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HUMERO",2,
"786202","EXTRACCIÓN DE CUERPO EXTRAÑO EN HUMERO, VÍA ABIERTA",2,
"786301","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN RADIO O CUBITO",2,
"786302","EXTRACCIÓN DE CUERPO EXTRAÑO EN RADIO O CUBITO, VÍA ABIERTA",2,
"786401","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN CARPIANOS O METACARPIANOS (UNO O MAS)",2,
"786402","EXTRACCIÓN DE CUERPO EXTRAÑO EN CARPIANOS O METACARPIANOS (UNO O MAS), VÍA ABIERTA",2,
"786501","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FEMUR",2,
"786502","EXTRACCIÓN DE CUERPO EXTRAÑO EN FEMUR, VÍA ABIERTA",2,
"786601","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN ROTULA",2,
"786602","EXTRACCIÓN DE CUERPO EXTRAÑO EN ROTULA, VÍA ABIERTA",2,
"786701","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN TIBIA O PERONE",2,
"786702","EXTRACCIÓN DE CUERPO EXTRAÑO EN TIBIA O PERONE, VÍA ABIERTA",2,
"786801","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN TARSIANOS O METATARSIANOS (UNO O MÁS)",2,
"786802","EXTRACCIÓN DE CUERPO EXTRAÑO EN TARSIANOS O METATARSIANOS (UNO O MAS), VÍA ABIERTA",2,
"786901","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FALANGES (UNO O MÁS) DE MANO",1,
"786902","EXTRACCIÓN DE CUERPO EXTRAÑO EN FALANGES (UNO O MÁS) DE MANO, VÍA ABIERTA",1,
"786910","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FALANGES (UNO O MÁS) DE PIE",2,
"786911","EXTRACCIÓN DE CUERPO EXTRAÑO EN FALANGES (UNO O MÁS) DE PIE, VÍA ABIERTA",2,
"786920","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HUESOS PELVÍANOS",2,
"786921","EXTRACCIÓN DE CUERPO EXTRAÑO EN HUESOS PELVÍANOS, VÍA ABIERTA",2,
"786930","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN COLUMNA VERTEBRAL, VÍA ANTERIOR",3,
"786931","EXTRACCIÓN DE CUERPO EXTRAÑO EN COLUMNA VERTEBRAL, VÍA ANTERIOR",3,
"786935","EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN COLUMNA VERTEBRAL, VÍA POSTERIOR",3,
"786936","EXTRACCIÓN DE CUERPO EXTRAÑO EN COLUMNA VERTEBRAL, VÍA POSTERIOR",3,
"787100","OSTEOCLASTIA DE ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNON] SOD",2,
787200,"OSTEOCLASTIA DE HUMERO SOD",2,
787300,"OSTEOCLASTIA DE RADIO O CUBITO SOD",2,
"787400","OSTEOCLASTIA DE CARPIANOS O METACARPIANOS SOD",2,
787500,"OSTEOCLASTIA DE FEMUR SOD",2,
787700,"OSTEOCLASTIA DE TIBIA O PERONE SOD",2,
"787800","OSTEOCLASTIA DE TARSIANOS O METATARSIANOS SOD",2,
"787901","OSTEOCLASTIA DE FALANGES (UNO O MÁS) DE MANO",2,
787902,"OSTEO CLASTIA DE FALANGES (UNO O MÁS) DE PIE",2,
"790100","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE ESCAPULA, CLAVICULA O TORAX (COSTILLAS O ESTERNON) SOD",1,
"790200","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE HUMERO SOD",2,
"790300","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE CUBITO O RADIO SOD",2,
"790301","REDUCCION CERRADA SIN FIJACION DE FRACTURA DE RADIO Y CUBITO [RADIOCUBITAL PROXIMAL O DISTAL DE COLLES O SMITH]",2,
"790401","REDUCCION CERRADA DE FRACTURA SIN FIJACION DE FRACTURA DE HUESOS DEL CARPO (UNO O MÁS)",2,
"790402","REDUCCION CERRADA DE FRACTURA SIN FIJACION DE FRACTURA DE METACARPIANOS (UNO O MAS)",2,
"790500","REDUCCION CERRADA DE FRACTURADE FEMUR SIN FIJACION INTERNA SOD",3,
"790600","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE ROTULA SOD",2,
"790701","REDUCCION CERRADA SIN FIJACION INTERNA DE FRACTURA DE TIBIA O PERONE",2,
"790702","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE FRACTURA DE TIBIA Y PERONE",3,
"790800","REDUCCION CERRADA SIN FIJACION INTERNA FRACTURA TARSO O METATARSO SOD",2,
"790901","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE FALANGES DE MANO (UNA O MÁS)",2,
"790902","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE FALANGES DE PIE (UNA O MÁS)",2,
"790920","REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE FRACTURA DE HUESOS PELVÍANOS",2,
"790930","REDUCCION CERRADA DE FRACTURA CERVICAL E INMOVILIZACION CON HALOYESO O HALOCHAQUETA",2,
"790931","REDUCCION CERRADA DE FRACTURA DE COLUMNA CERVICAL E INMOVILIZACION CON THOMAS, PHILADELPHIA U OTROS",2,
"790932","REDUCCION CERRADA DE FRACTURA COLUMNA VERTEBRAL [DORSAL O LUMBAR] E INMOVILIZACION",2,
"790933","REDUCCION CERRADA O MANIPULACION DE FRACTURA DE SACRO O COCCIX",1,
"791100","REDUCCION CERRADA DE FRACTURA CON FIJACION INTERNA DE ESCAPULA, CLAVICULA O TORAX (COSTILLAS Y ESTERNON) SOD",2,
"791201","REDUCCION CERRADA DE FRACTURA CON FIJACION INTERNA DE HUMERO (EPIFISIS O DIAFISIS), PERCUTÁNEA CON PINES",2,
"791301","REDUCCION CERRADA DE FRACTURA DE CUBITO O RADIO (COLLES, OTROS) CON FIJACION PERCUTÁNEA CON PINES",3,
"791401","FIJACION INTERNA DE FRACTURA E INESTABILIDAD DE MUÑECA POR ARTROSCOPIA",2,
"791402","REDUCCION CERRADA DE FRACTURA DE METACARPIANOS Y FIJACION PERCUTÁNEA CON PINES (UNO O MAS)",2,
"791403","REDUCCION DE FRACTURA DE HUESOS DE CARPO Y FIJACION PERCUTÁNEA CON PINES (UNO O MÁS)",2,
"791501","REDUCCION CERRADA CON FIJACION INTERNA DE CUELLO DE FEMUR O INTERTROCANTÉRICA",3,
"791502","REDUCCION CERRADA DE FRACTURA DE FEMUR SUPRACONDÍLEA CON FIJACION INTERNA",3,
"791503","REDUCCION CERRADA DE FRACTURA DE FEMUR SUPRACONDÍLEA E INTERCONDILEA CON FIJACION INTERNA",3,
"791600","REDUCCION CERRADA DE FRACTURA CON FIJACION INTERNA DE ROTULA SOD",2,
"791701","REDUCCION CERRADA DE PILON CON FIJACION INTERNA Y EXTERNA",3,
"791702","REDUCCION CERRADA DE FRACTURAS OSTEOCONDRALES O DE LA ESPINA TIBIAL CON FIJACION INTERNA, VÍA ENDOSCOPICA",3,
"791703","REDUCCION CERRADA DE FRACTURAS DEL TERCIO PROXIMAL DE LA TIBIA, CON FIJACION INTERNA, VÍA ENDOSCOPICA",2,
"791801","REDUCCION CERRADA CON FIJACION PERCUTÁNEA FRACTURA ASTRÁGALO O CALCANEO",2,
"791802","REDUCCION CERRADA CON FIJACION PERCUTÁNEA FRACTURAS HUESOS TARSO (EXCEPTO CALCANEO O ASTRAGALO)",2,
"791901","REDUCCION CERRADA DE FRACTURA CON FIJACION PERCUTÁNEA (PINES) DE FALANGES (UNA O MÁS) DE PIE O DE MANO",3,
"791920","REDUCCION CERRADA DE FRACTURA CON FIJACION INTERNA DE HUESOS PELVÍANOS",2,
"791921","REDUCCION CERRADA CON FIJACION PERCUTÁNEA DE FRACTURA DE SACRO O SACROILÍACA O COCCIGEA",2,
"792101","REDUCCION ABIERTA SIN FIJACION INTERNA DE FRACTURA DE UNA O MAS COSTILLAS",2,
"792102","REDUCCION ABIERTA SIN FIJACION INTERNA DE FRACTURA DE ESCAPULA O CLAVICULA",2,
"792103","REDUCCION ABIERTA SIN FIJACION INTERNA DE FRACTURA CUELLO Y GLENOIDES",2,
"792200","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE HUMERO SOD",2,
"792301","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE RADIO O CUBITO",2,
"792302","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE RADIO Y CUBITO",2,
"792401","REDUCCION ABIERTA SIN FIJACION DE FRACTURA DE HUESOS DEL CARPO O METACARPO (UNO O MÁS)",3,
"792500","REDUCCION ABIERTA DE FRACTURA DE FEMUR SIN FIJACION INTERNA SOD",3,
"792600","REDUCCION ABIERTA DE FRACTURA DE ROTULA SIN FIJACION INTERNA SOD",2,
"792701","REDUCCION ABIERTA, SIN FIJACION INTERNA, DE FRACTURA DE TIBIA O PERONE",3,
"792702","REDUCCION ABIERTA, SIN FIJACION INTERNA, DE FRACTURA DE PILON Y MALEOLO LATERAL",3,
"792703","REDUCCION ABIERTA, SIN FIJACION INTERNA, DE FRACTURA DE PILON Y MALEOLO INTERNO",3,
"792710","REDUCCION ABIERTA, SIN FIJACION INTERNA, DE FRACTURA BIMALEOLAR",3,
"792801","REDUCCION ABIERTA FRACTURA SIN FIJACION INTERNA, DE HUESOS DEL TARSO O METATARSO (UNO O MAS)",2,
"792901","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE FALANGES DE MANO",3,
"792902","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE FALANGES DE PIE",2,
"792920","REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA DE HUESOS PELVÍANOS",3,
"792931","REDUCCION ABIERTA DE FRACTURA SIN FIJACION DE COLUMNA CERVICAL VÍA ANTERIOR",3,
"792932","REDUCCION ABIERTA DE FRACTURA SIN FIJACION DE COLUMNA CERVICAL VÍA POSTERIOR",3,
"792935","REDUCCION ABIERTA DE FRACTURA SIN FIJACION DE COLUMNA TORACICA O LUMBAR VÍA ANTERIOR",3,
"792936","REDUCCION ABIERTA DE FRACTURA SIN FIJACION DE COLUMNA TORACICA O LUMBAR VÍA POSTERIOR",3,
"793101","REDUCCION ABIERTA DE FRACTURA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS] DE CLAVICULA",3,
"793103","REDUCCION ABIERTA DE FRACTURA CON FIJACION INTERNA DE COSTILLA O ESTERNON",2,
"793201","REDUCCION ABIERTA DE FRACTURA SUBCAPITAL DE HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793202","REDUCCION ABIERTA DE FRACTURA DE TUBEROSIDAD PROXIMAL DE HUMERO CON FIJACION INTERNA [DISPOS ITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793203","REDUCCION ABIERTA DE FRACTURA CONMINUTA DE TERCIO PROXIMAL HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793204","REDUCCION ABIERTA DE FRACTURA SUPRACONDÍLEA DE HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793205","REDUCCION ABIERTA DE FRACTURA SUPRACONDÍLEA E INTER-CONDILEA DE HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793206","REDUCCION ABIERTA DE FRACTURA DE EPICÓNDILO O EPITROCLEA DE HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793210","REDUCCION ABIERTA DE FRACTURA EN DIAFISIS DE HUMERO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793301","REDUCCION ABIERTA DE FRACTURA EN DIAFISIS DE CUBITO O RADIO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793302","REDUCCION ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE CUBITO O DE OLECRANON CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793303","REDUCCION ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE CUBITO O RADIO (COLLES, OTROS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793304","REDUCCION ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO (CUPULA RADIAL) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793305","REDUCCION ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO Y CUBITO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793306","REDUCCION ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE RADIO Y CUBITO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793307","REDUCCION ABIERTA DE FRACTURA EN DIÁFISIS DE CUBITO Y RADIO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793401","REDUCCION ABIERTA DE FRACTURA DE HUESOS DE CARPO (UNA O MÁS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793402","REDUCCION ABIERTA DE FRACTURA DE METACARPIANOS (UNA O MAS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793501","REDUCCION ABIERTA DE FRACTURA EN FEMUR (CUELLO, INTER-TROCANTÉRICA, SUPRACONDÍLEA) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793502","REDUCCION ABIERTA DE FRACTURA EN DIÁFISIS DE FEMUR CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793600","REDUCCION ABIERTA DE FRACTURA EN ROTULA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS] SOD",3,
"793701","REDUCCION ABIERTA DE FRACTURA EN PERONE CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793702","REDUCC ION ABIERTA DE FRACTURA EN TIBIA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793704","REDUCCION ABIERTA DE FRACTURA EN PLATILLOS TIBIALES Y EXTENSIÓN DISFISIARIA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS] SIN INJERTO",3,
"793705","REDUCCION ABIERTA DE FRACTURA EN PLATILLOS TIBIALES O PLAFONT CON FIJACION INTERNA E INJERTO",3,
"793706","REDUCCION ABIERTA DE FRACTURA EN PILÓN CON FIJACION INTERNA Y EXTERNA",3,
"793801","REDUCCION ABIERTA DE FRACTURA DE TARSO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793802","REDUCCION ABIERTA DE FRACTURA DE METATARSIANOS (UNO O MAS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793803","REDUCCION ABIERTA FRACTURA DE TARSO Y METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793804","REDUCCION ABIERTA DE FRACTURA CALCANEO CON FIJACION INTERNA Y ARTRODESIS SUBASTRAGALINA",2,
"793901","REDUCCION ABIERTA DE FRACTURA EN FALANGES DE MANO (UNA O MÁS) CON FIJACION INTERNA",3,
"793902","REDUCCION ABIERTA DE FRACTURA EN FALANGES DE PIE (UNA O MÁS) CON FIJACION INTERNA",3,
"793910","REDUCCION ABIERTA DE FRACTURA DEL ILÍACO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793911","REDUCCION ABIERTA DE FRACTURA EN RAMAS PUBIS CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793912","REDUCCION ABIERTA DE FRACTURA EN SINFISIS PUBICA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793920","REDUCCION ABIERTA DE FRACTURA EN PELVIS [ACETABULO, REBORDE ANTERIOR O POSTERIOR] CON FIJACION INTERNA (DISPOSITIVOS DE FIJACION U OSTEOSINTESIS)",3,
"793921","REDUCCION ABIERTA DE FRACTURA COMPLEJA EN PELVIS [ACETA-BULO, REBORDE ANTERIOR, POSTERIOR Y SUPERIOR] CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",3,
"793930","REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VÍA ANTERIOR CON INSTRUMENTACION SIMPLE",3,
"793931","REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VÍA ANTERIOR CON INSTRUMENTACION MODULAR",3,
"793932","REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VÍA POSTERIOR CON INSTRUMENTACION SIMPLE",3,
"793933","REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VÍA POSTERIOR CON INSTRUMENTACION MODULAR",3,
"793936","REDUCCION DE FRACTURA OCCIPITOCERVICAL VÍA ANTERIOR CON INSTRUMENTACION MODULAR",3,
"793937","REDUCCION DE FRACTURA OCCIPITOCERVICAL VÍA POSTERIOR CON INSTRUMENTACION SIMPLE",3,
"793938","REDUCCION DE FRACTURA OCCIPITOCERVICAL VÍA POSTERIOR CON INSTRUMENTACION MODULAR",3,
"793940","REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VÍA ANTERIOR CON INSTRUMENTACION SIMPLE",3,
"793941","REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VÍA ANTERIOR CON INSTRUMENTACION MODULAR",3,
"793942","REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VÍA POSTERIOR CON INSTRUMENTACION SIMPLE",3,
"793943","REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VÍA POSTERIOR CON INSTRUMENTACION MODULAR",3,
"793944","REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA ANTERIOR CON INSTRUMENTACION SIMPLE",3,
"793945","REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA ANTERIOR CON INSTRUMENTACION MODULAR",3,
"793946","REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA POSTERIOR CON INSTRUMENTACION SIMPLE",3,
"793947","REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA POSTERIOR CON INSTRUMENTACION MODULAR",3,
"793951","REDUCCION ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VÍA ANTERIOR CON INSTRUMENTACION MODULAR",3,
"793952","REDUCCION ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VÍA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACION SIMPLE",3,
"793953","REDUCCION ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VÍA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACION MODULAR",3,
"794101","REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO SIN FIJACION",2,
"794102","REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO CON FIJACION",2,
"794201","REDUCCION CERRADA DE EPIFISIS SEPARADA EN CUBITO O RADIO SIN FIJACION",2,
"794202","REDUCCION CERRADA DE EPIFISIS SEPARADA EN CUBITO O RADIO CON FIJACION",3,
"794203","REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO SIN FIJACION",2,
"794204","REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO CON FIJACION",3,
"794501","REDUCCION CERRADA DE EPÍFISIS SEPARADA EN FEMUR SIN FIJACION",3,
"794502","REDUCCION CERRADA DE EPÍFISIS SEPARADA EN FEMUR CON FIJACION",3,
"794601","REDUCCION CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONE SI N FIJACION",3,
"794602","REDUCCION CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONE CON FIJACION",3,
"794603","REDUCCION CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE SIN FIJACION",3,
"794604","REDUCCION CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE CON FIJACION",3,
"795101","REDUCCION ABIERTA SIN FIJACION INTERNA DE EPÍFISIS SEPARADA DE HUMERO",2,
"795102","REDUCCION ABIERTA CON FIJACION INTERNA DE EPÍFISIS SEPARADA DE HUMERO",3,
"795201","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO SIN FIJACION",2,
"795202","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO CON FIJACION",3,
"795203","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO SIN FIJACION",2,
"795204","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO CON FIJACION",3,
"795501","REDUCC ION ABIERTA SIN FIJACION INTERNA DE EPÍFISIS SEPARADA DE FEMUR",2,
"795502","REDUCCION ABIERTA CON FIJACION INTERNA DE EPÍFISIS SEPARADA DE FEMUR",2,
"795601","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONE SIN FIJACION",2,
"795602","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONE CON FIJACION",2,
"795603","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE SIN FIJACION",3,
"795604","REDUCCION ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE CON FIJACION",3,
"796100","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE HUMERO SOD",2,
"796201","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE CUBITO O RADIO",2,
"796301","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA O EXPUESTA EN MANO (EXCEPTO FALANGES)",2,
"796400","LAVADO Y DESBRIDAMIENTO DE FRACTURAS EXPUESTAS DE FALANGES EN MANO SOD",2,
"796500","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE FEMUR SOD",2,
"796600","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TIBIA O PERONE SOD",2,
"796700","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TARSIANOS O METATARSIANOS SOD",2,
"796800","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE DEDOS DE PIE SOD",2,
"796902","LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE ROTULA",2,
"796903","LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE PELVIS",2,
"796905","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE RAQUIS O COLUMNA",3,
"797100","REDUCCION CERRADA DE LUXACION EN HOMBRO SOD",2,
797200,"REDUCCION CERRADA DE LUXACION EN CODO SOD",2,
"797300","REDUCCION CERRADA DE LUXACION EN MUÑECA SOD",2,
797401,"REDUCCION CERRADA DE LUXACION CARPIANA",3,
"797402","REDUCCION CERRADA DE LUXACION CARPOMETACARPIANA",3,
"797403","REDUCCION CERRADA DE LUXACION METACARPOFALANGICA (UNA O MÁS)",3,
"797404","REDUCCION CERRADA DE LUXACION INTERFALANGICA (UNA O MÁS)",2,
"797501","REDUCCION CERRADA DE DISPLASIA O LUXACION CONGENITA DE CADERA (UNI O BILATERAL)",2,
"797502","REDUCCION CERRADA DE LUXACION TRAUMATICA DE CADERA",2,
"797503","REDUCCION CERRADA DE DISPLASIA O LUXACION CONGENITA DE CADERA CON TENOTOMIA DE ADUCTORES Y/O PSOAS",3,
"797601","REDUCCION CERRADA DE LUXACION TRAUMATICA DE RODILLA NCOC",2,
"797602","REDUCCION CERRADA DE LUXACION TIBIOPERONERA PROXIMAL",2,
"797603","REDUCCION CERRADA DE LUXACION TRAUMATICA DE ROTULA",2,
"797701","REDUCCION CERRADA DE LUXACION TRAUMÁTICA TOBILLO (CUELLO DE PIE)",2,
"797801","REDUCCION CERRADA DE LUXACION TARSO- METARSIANOS",2,
"797802","REDUCCION CERRADA DE LUXACION TARSO- METARSIANOS CON FIJACION PERCUTÁNEA",3,
"797803","REDUCCION CERRADA DE LUXACIONES METATARSO- FALANGICAS O INTERFALANGICAS EN PIE",2,
"797901","REDUCCION CERRADA DE LUXACION DE COLUMNA TORACICA O LUMBAR",3,
"797902","REDUCCION CERRADA DE LUXACION DE SACRO Y COCCIX",2,
