medCodigo,medNombreGenerico,medFormaFarmaceutica,medConcentracion,medUnidadMedida,medRes008,medRes029,medRes5521,medRes5926,medRes5592
L01AC013721,CICLOFOSFAMIDA,POLVO PARA INYECCIÓN,500 MG ,,1,0,0,0,0
L01AC013722,CICLOFOSFAMIDA,POLVO PARA INYECCIÓN,1 G ,,1,0,0,0,0
L04AC014101,CICLOSPORINA,CÁPSULA,25 MG ,,1,0,0,0,0
L04AC014102,CICLOSPORINA,CÁPSULA,50 MG ,,1,0,0,0,0
L04AC014103,CICLOSPORINA,CÁPSULA,100 MG ,,1,0,0,0,0
L04AC014241,CICLOSPORINA,EMULSIÓNORAL,100 MG/ML,,1,0,0,0,0
L04AC014701,CICLOSPORINA,SOLUCIÓN INYECTABLE,50 MG/ML ,,1,0,0,0,0
L04AD0101,CICLOSPORINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
L04AD0102,CICLOSPORINA,EMULSIÓN ORAL,500 MG/5 ML (10%),,0,0,1,1,1
L04AD0103,CICLOSPORINA,SOLUCIÓN INYECTABLE,50 MG/ML (5%),,0,0,1,1,1
L04AD01101,CICLOSPORINA,CÁPSULA,25 MG,1,0,1,0,0,0
L04AD01102,CICLOSPORINA,CÁPSULA,50 MG,2,0,1,0,0,0
L04AD01103,CICLOSPORINA,CÁPSULA,100 MG,3,0,1,0,0,0
L04AD01241,CICLOSPORINA,EMULSIÓNORAL,100 MG/ML,1,0,1,0,0,0
L04AD01701,CICLOSPORINA,SOLUCIÓN INYECTABLE,50 MG/ML,1,0,1,0,0,0
C09AA0801,CILAZAPRIL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01MA0201,CIPROFLOXACINA (CLORHIDRATO),SOLUCIÓN INYECTABLE,10 MG/ML (1%),,0,0,1,1,1
J01MA0202,CIPROFLOXACINA (CLORHIDRATO),"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01MC015011,CIPROFLOXACINA (CLORHIDRATO),TABLETA,250 MG DE BASE ,,1,0,0,0,0
J01MC015012,CIPROFLOXACINA (CLORHIDRATO),TABLETA,500 MG DE BASE ,,1,0,0,0,0
J01MC015701,CIPROFLOXACINA (CLORHIDRATO),SOLUCIÓN INYECTABLE,100 MG/10 ML DE BASE ,,1,0,0,0,0
J01MA02011,CIPROFLOXACINO,TABLETA CON O SIN RE,250 MG DE BASE,1,0,1,0,0,0
J01MA02012,CIPROFLOXACINO,TABLETA CON O SIN RE,500 MG DE BASE,2,0,1,0,0,0
J01MA02701,CIPROFLOXACINO,SOLUCIÓN INYECTABLE,100 MG/10 ML DE BASE,1,0,1,0,0,0
G03HA01011,CIPROTERONA,TABLETA CON O SIN RE,50 MG,1,0,1,0,0,0
G03HA0101,CIPROTERONA ACETATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03HC016011,CIPROTERONA ACETATO,TABLETA,50 MG ,,1,0,0,0,0
L01XA0101,CISPLATINO,POLVO ESTÉRIL PARA INYECCIÓN,50 MG,,0,0,1,1,1
L01XA01721,CISPLATINO, ESTÉRIL I,50 MG,1,0,1,0,0,0
L01XC017721,CISPLATINO,POLVO PARA INYECCIÓN,50 MG ,,1,0,0,0,0
L01BC0101,CITARABINA,POLVO ESTÉRIL PARA INYECCIÓN,100 MG,,0,0,1,1,1
L01BC0102,CITARABINA,POLVO ESTÉRIL PARA INYECCIÓN,500 MG,,0,0,1,1,0
L01BC01721,CITARABINA, ESTÉRIL I,100 MG,1,0,1,0,0,0
L01BC01722,CITARABINA, ESTÉRIL I,500 MG,2,0,1,0,0,0
L01BC018721,CITARABINA,POLVO PARA INYECCIÓN,100 MG ,,1,0,0,0,0
L01BC018722,CITARABINA,POLVO PARA INYECCIÓN,500 MG ,,1,0,0,0,0
J01FA0901,CLARITROMICINA,POLVO ESTÉRIL PARA INYECCIÓN,500 MG,,0,0,1,1,1
J01FA0902,CLARITROMICINA,POLVO O GRÁNULOS PARA RECONSTITUIR A SUSPENSIÓN ORAL,125 MG/5ML (2.5%) ,,0,0,1,1,1
J01FA0903,CLARITROMICINA,POLVO O GRÁNULOS PARA RECONSTITUIR A SUSPENSIÓN ORAL,250 MG/5ML (5%) ,,0,0,1,1,1
J01FA0904,CLARITROMICINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01FA09161,CLARITROMICINA,TABLETA CON O SIN RE,500 MG,1,0,1,0,0,0
J01FA09231,CLARITROMICINA,ORAL,125 MG/5ML (2.5%),1,0,1,0,0,0
J01FA09232,CLARITROMICINA,ORAL,250 MG/5ML (5%),2,0,1,0,0,0
J01FA09721,CLARITROMICINA, ESTÉRIL I,500 MG,1,0,1,0,0,0
J01FC046721,CLARITROMICINA,POLVO PARA INYECCIÓN,500 MG ,,1,0,0,0,0
D10AF01701,CLINDAMICINA,SOLUCIÓN INYECTABLE,15%,1,0,1,0,0,0
J01FF01701,CLINDAMICINA,SOLUCIÓN INYECTABLE,15%,1,0,1,0,0,0
D10AF0101,CLINDAMICINA (FOSFATO),SOLUCIÓN INYECTABLE,"0,15",,0,0,1,1,0
J01FC019701,CLINDAMICINA (FOSFATO),SOLUCIÓN INYECTABLE,15%,,1,0,0,0,0
J01FF0101,CLINDAMICINA (FOSFATO),SOLUCIÓN INYECTABLE,"0,15",,0,0,1,1,1
M05BC048701,CLODRONATO DISODICO  **,SOLUCIÓN INYECTABLE,300 MG ,,1,0,0,0,0
M05BA0201,CLODRONATO DISÓDICO. ,SOLUCIÓN INYECTABLE,60 MG/ML (6%),,0,0,1,1,1
J04BA0101,CLOFAZIMINA,CÁPSULA,100 MG,,0,0,1,1,1
J04BA01101,CLOFAZIMINA,CÁPSULA,100 MG,1,0,1,0,0,0
J04BC020101,CLOFAZIMINA,CÁPSULA,100 MG ,,1,0,0,0,0
N03AC021011,CLONAZEPAM,TABLETA,"0,5 MG ",,1,0,0,0,0
N03AC021012,CLONAZEPAM,TABLETA,"2,0 MG ",,1,0,0,0,0
N03AC021201,CLONAZEPAM,SOLUCIÓN ORAL,"2,5 MG/ML ",,1,0,0,0,0
N03AE0101,CLONAZEPAM,SOLUCIÓN ORAL,"7,5 MG/5 ML (0,25%)",,0,0,1,1,1
N03AE01011,CLONAZEPAM,TABLETA CON O SIN RE,"0,5 MG",1,0,1,0,0,0
N03AE01012,CLONAZEPAM,TABLETA CON O SIN RE,"2,0 MG",2,0,1,0,0,0
N03AE0102,CLONAZEPAM,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AE01201,CLONAZEPAM,SOLUCIÓN ORAL,"2,5 MG/ML",1,0,1,0,0,0
C02AC01011,CLONIDINA,TABLETA CON O SIN RE,0.150 MG,1,0,1,0,0,0
C02AC047011,CLONIDINA CLORHIDRATO  **,TABLETA,0.150 MG ,,1,0,0,0,0
C02AC0101,CLONIDINA CLORHIDRATO. ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B01AC0401,CLOPIDOGREL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B01AC04011,CLOPIDOGREL,TABLETA CON O SIN RE,75 MG DE BASE,1,0,1,0,0,0
L01AA0201,CLORAMBUCILO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
L01AA02011,CLORAMBUCILO,TABLETA,2 MG,1,0,1,0,0,0
L01AC022011,CLORAMBUCILO,TABLETA,2 MG ,,1,0,0,0,0
J01BA0101,CLORANFENICOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01BA01101,CLORANFENICOL,CÁPSULA,250 MG,1,0,1,0,0,0
J01BA01231,CLORANFENICOL,ORAL,"125 MG/5 ML (2,5%)",1,0,1,0,0,0
J01BA01721,CLORANFENICOL, ESTÉRIL I,1 G DE BASE,1,0,1,0,0,0
J01BC023101,CLORANFENICOL,CÁPSULA,250 MG ,,1,0,0,0,0
S01AA01601,CLORANFENICOL,SOLUCIÓN OFTÁLMICA,"0,50%",1,0,1,0,0,0
S01AC023611,CLORANFENICOL,UNGÜENTO OFTÁLMICO,1%,,1,0,0,0,0
J01BA0102,CLORANFENICOL (ESTEARATO O PALMITATO),SUSPENSIÓN ORAL," 156 MG/5 ML (3,12%) ",,0,0,1,1,1
J01BC024231,CLORANFENICOL (ESTEARATO O PALMITATO),ORAL,"125 MG/5 ML (2,5%) ",,1,0,0,0,0
J01BA0103,CLORANFENICOL (SUCCINATO SÓDICO),POLVO ESTÉRIL PARA INYECCIÓN,1 G DE BASE ,,0,0,1,1,1
J01BC025721,CLORANFENICOL (SUCCINATO SÓDICO),POLVO PARA INYECCIÓN,1 G DE BASE ,,1,0,0,0,0
S01AA0101,CLORANFENICOL SUCCINATO SÓDICO,SOLUCIÓN OFTÁLMICA,"0,005",,0,0,1,1,1
S01AC025601,CLORANFENICOLSUCCINATOSÓDICO,SOLUCIÓN OFTÁLMICA,"0,5",,1,0,0,0,0
R06AB04011,CLORFENAMINA,TABLETA,4 MG,1,0,1,0,0,0
R06AB04221,CLORFENAMINA,JARABE,2 MG / 5 ML,1,0,1,0,0,0
R06AB0401,CLORFENIRAMINA,JARABE,"2 MG/5 ML (0,04%)",,0,0,1,1,1
R06AC026221,CLORFENIRAMINA,JARABE,2 MG/5 ML ,,1,0,0,0,0
R06AB0402,CLORFENIRAMINA MALEATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
R06AC027011,CLORFENIRAMINA MALEATO,TABLETA,4 MG ,,1,0,0,0,0
V03AS024011,CLORHIDRATO DE SEVELAMER  **,TABLETA,800 MG ,,1,0,0,0,0
V03AE0201,CLORHIDRATO DE SEVELAMER. ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
P01BA01141,CLOROQUINA,TABLETA CON O SINR,150 MG DE BASE,1,0,1,0,0,0
P01BA01221,CLOROQUINA,JARABE,25 MG/5 ML DE BASE (,1,0,1,0,0,0
P01BA01701,CLOROQUINA,SOLUCIÓN INYECTABLE,60 MG/2 ML DE BASE,1,0,1,0,0,0
P01BA01702,CLOROQUINA,SOLUCIÓN INYECTABLE,420 MG/5 ML DE BASE,2,0,1,0,0,0
P01BA0101,CLOROQUINA (DIFOSFATO O SULFATO),JARABE,"25 MG/5 ML DE BASE (0,5%) ",,0,0,1,1,1
P01BA0102,CLOROQUINA (DIFOSFATO O SULFATO),SOLUCIÓN INYECTABLE,60 MG/2 ML DE BASE ,,0,0,1,1,1
P01BA0103,CLOROQUINA (DIFOSFATO O SULFATO),SOLUCIÓN INYECTABLE,420 MG/5 ML DE BASE ,,0,0,1,1,1
P01BA0104,CLOROQUINA (DIFOSFATO O SULFATO),TABLETA CON O SIN  RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO. CÁPSULA.,150 MG DE BASE ,,0,0,1,1,1
P01BC028141,CLOROQUINA (DIFOSFATO O SULFATO),TABLETA O CÁPSULA,150 MG DE BASE,,1,0,0,0,0
P01BC028221,CLOROQUINA (DIFOSFATO O SULFATO),JARABE,"25 MG/5 ML DE BASE (0,5%) ",,1,0,0,0,0
P01BC028701,CLOROQUINA (DIFOSFATO O SULFATO),SOLUCIÓN INYECTABLE,60 MG/2 ML DE BASE ,,1,0,0,0,0
P01BC028702,CLOROQUINA (DIFOSFATO O SULFATO),SOLUCIÓN INYECTABLE,420 MG/5 ML DE BASE ,,1,0,0,0,0
N05AC029011,CLORPROMAZINA,TABLETA,25 MG ,,1,0,0,0,0
N05AC029012,CLORPROMAZINA,TABLETA,100 MG ,,1,0,0,0,0
N05AC030221,CLORPROMAZINA CLORHIDRATO,JARABE,40 MG/ML (4%) ,,1,0,0,0,0
N05AC030701,CLORPROMAZINA CLORHIDRATO,SOLUCIÓN INYECTABLE,25 MG/ML ,,1,0,0,0,0
V03AB17701,CLORURO DE METILTIONINIO,SOLUCIÓN INYECTABLE,10 MG/ML,1,0,1,0,0,0
B05XXA0701,CLORURO DE POTASIO,SOLUCIÓN INYECTABLE,20 MEQ /10 ML,1,0,1,0,0,0
B05XA03702,CLORURO DE SODIO,SOLUCIÓN INYECTABLE,20 MEQ / 10 ML,2,0,1,0,0,0
D01AC0101,CLOTRIMAZOL,SOLUCIÓN TÓPICA,10 MG/ML (1%) ,,0,0,1,1,1
D01AC0102,CLOTRIMAZOL,CREMA,"0,01",,0,0,1,1,1
D01AC01301,CLOTRIMAZOL,SOLUCIÓN TÓPICA,10 MG/ML (1%),1,0,1,0,0,0
D01AC01321,CLOTRIMAZOL,,1%,1,0,1,0,0,0
D01AC031301,CLOTRIMAZOL,SOLUCIÓN TÓPICA,10 MG/ML (1%),,1,0,0,0,0
D01AC031321,CLOTRIMAZOL,,1%,,1,0,0,0,0
G01AC031501,CLOTRIMAZOL,ÓVULO OTABLETA VAGINAL,100 MG,,1,0,0,0,0
G01AC031511,CLOTRIMAZOL,CREMA VAGINAL,1%,,1,0,0,0,0
G01AF0203,CLOTRIMAZOL,OVULO O TABLETA VAGINAL,100 MG ,,0,0,1,1,1
G01AF0204,CLOTRIMAZOL,CREMA VAGINAL,"0,01",,0,0,1,1,1
G01AF02501,CLOTRIMAZOL,OVULO OTABLETA VAGI,100 MG,1,0,1,0,0,0
G01AF02511,CLOTRIMAZOL, VAGINAL,1%,1,0,1,0,0,0
N05AC032011,CLOZAPINA,TABLETA USO EXCLUSIVO DE ESPECIALISTA,25 MG,,1,0,0,0,0
N05AC032012,CLOZAPINA,TABLETA USO EXCLUSIVO DE ESPECIALISTA,50 MG,,1,0,0,0,0
N05AC032013,CLOZAPINA,TABLETA USO EXCLUSIVO DE ESPECIALISTA,100 MG,,1,0,0,0,0
N05AH02011,CLOZAPINA,TABLETA CON O SIN RE,25 MG,1,0,1,0,0,0
N05AH02013,CLOZAPINA,TABLETA CON O SIN RE,100 MG,3,0,1,0,0,0
N05AH0201,CLOZAPINA. ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
R05DC033141,CODEÍNA FOSFATO,TABLETA O CÁPSULA,30 MG,,1,0,0,0,0
R05DC033142,CODEÍNA FOSFATO,TABLETA O CÁPSULA,60 MG,,1,0,0,0,0
M04AC0101,COLCHICINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
M04AC01011,COLCHICINA,TABLETA CON O SIN RE,"0,5 MG",1,0,1,0,0,0
M04AC034011,COLCHICINA,TABLETA,"0,5 MG ",,1,0,0,0,0
B04AC035251,COLESTIRAMINA,RESINA DE INTERCAMBIO IÓNICO,4 G POLVO/SOBRE,,1,0,0,0,0
C10AC0101,COLESTIRAMINA,POLVO/SOBRE,4 G  ,,0,0,1,1,1
C10AC01251,COLESTIRAMINA,SOBRE,4 G,1,0,1,0,0,0
S02CA0301,COLISTINA + CORTICOIDE + NEOMICINA,SOLUCIÓN ÓTICA,"0,15% + 0,05% + 0,5% ",,0,0,1,1,1
S02CC036401,COLISTINA + CORTICOIDE + NEOMICINA,SOLUCIÓN ÓTICA,"0,15% + 0,05% + 0,5% ",,1,0,0,0,0
B05BA10701,COMBINACIONES,SOLUCIÓN INYECTABLE,ENTRE 4 Y 9 ELEMENTO,1,0,1,0,0,0
B05BA10702,COMBINACIONES,SOLUCIÓN INYECTABLE,"6.52 MG, 12.5 MG Y 2",2,0,1,0,0,0
B05XA30701,COMBINACIONES DE ELECTROLITOS,SOLUCIÓN INYECTABLE,,1,0,1,0,0,0
B05XA30702,COMBINACIONES DE ELECTROLITOS,SOLUCIÓN INYECTABLE,,2,0,1,0,0,0
A02AB10011,COMPUESTOS DE ALUMINIO COMBINA,TABLETA CON O SIN RE,200 - 400 MG + 200 -,1,0,1,0,0,0
A02AB10231,COMPUESTOS DE ALUMINIO COMBINA,ORAL,2 - 6% + 1 - 4%,1,0,1,0,0,0
B05ZA98751,CONCENTRADOS PARA HEMODIÁLISIS,"SOLUCIÓN INYECTABLE,",,1,0,1,0,0,0
S01BA0001,CORTICOIDE,SUSPENSIÓN OFTÁLMICA O SOLUCIÓN OFTÁLMICA.,"0,1 - 1% ",,0,0,1,1,0
S01BC037601,CORTICOIDE,SUSPENSIÓN OFTÁLMICA,"0,1 - 1%  ",,1,0,0,0,0
S01CC038601,CORTICOIDE + NEOMICINA + POLIMIXINA,SUSPENSIÓN OFTÁLMICA,"0,1% + 0,35% + 6.000 UI/ML  ",,1,0,0,0,0
S03CA0101,CORTICOIDE + NEOMICINA + POLIMIXINA,SUSPENSIÓN OFTÁLMICA O SOLUCIÓN OFTÁLMICA,"0,1% + 0,35% + 6.000 UI/ML ",,0,0,1,1,1
D07XC039331,CORTICOIDE + QUINOLEÍNA HALOGENADA,UNGÜENTO,"HASTA 3% DE QUINOLEÍNA HALOGENADA, ",,1,0,0,0,0
C05AA0101,CORTICOIDE CON O SIN ANESTÉSICO,SUPOSITORIO,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C05AA0102,CORTICOIDE CON O SIN ANESTÉSICO,UNGÜENTO PROCTOLÓGICO,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C05AC040521,CORTICOIDE CON O SIN ANESTÉSICO,UNGÜENTO PROCTOLÓGICO,,,1,0,0,0,0
C05AC040531,CORTICOIDE CON O SIN ANESTÉSICO,SUPOSITORIO,,,1,0,0,0,0
S01B1BA601,"CORTICOSTEROIDES, MONODROGAS", OFTÁLMICA,"0,1 - 1%",1,0,1,0,0,0
S01BA,"CORTICOSTEROIDES, MONOFARMACOS","INCLUYE TODOS LOS PRINCIPIOS ACTIVOS PERTENECIENTES AL SUBGRUPO ATC S01BA- CORTICOSTEROIDES, MONOFARMACOS","0,1 - 1% ",,0,0,0,0,1
R01AC0101,CROMOGLICATO DE SODIO,SOLUCIÓN NASAL,20 MG/ML (2%) ,,0,0,1,1,1
R01AC041421,CROMOGLICATO DE SODIO,SOLUCIÓN NASAL,20 MG/ML (2%) ,,1,0,0,0,0
R01AC041422,CROMOGLICATO DE SODIO,SOLUCIÓN NASAL,40 MG/ML (4%),,1,0,0,0,0
R03BC041451,CROMOGLICATO DE SODIO,SOLUCIÓN INHALACIÓN,5 MG/DOSIS ,,1,0,0,0,0
S01GC041601,CROMOGLICATO DE SODIO,SOLUCIÓN OFTÁLMICA,20 MG/ML (2%) ,,1,0,0,0,0
S01GC041602,CROMOGLICATO DE SODIO,SOLUCIÓN OFTÁLMICA,40 MG/ML (4%) ,,1,0,0,0,0
S01GX0101,CROMOGLICATO DE SODIO,SOLUCIÓN OFTÁLMICA,20 MG/ML (2%) ,,0,0,1,1,1
S01GX0102,CROMOGLICATO DE SODIO,SOLUCIÓN OFTÁLMICA,40 MG/ML (4%) ,,0,0,1,1,1
R01AC0102,CROMOGLICATO DE SODIO ,SOLUCIÓN NASAL,40 MG/ML (4% ),,0,0,1,1,1
D04AC042371,CROTAMITON,LOCIÓN,10%,,1,0,0,0,0
D04AX,CROTAMITÓN,LOCIÓN,"0,1",,0,0,0,0,1
D04AX9901,CROTAMITÓN,LOCIÓN,"0,1",,0,0,1,1,0
L01AD001721,DACARBAZINA,POLVO PARA INYECCIÓN,200 MG ,,1,0,0,0,0
L01AX0401,DACARBAZINA,POLVO ESTÉRIL PARA INYECCIÓN,200 MG ,,0,0,1,1,1
L01AX04721,DACARBAZINA, ESTÉRIL I,200 MG,1,0,1,0,0,0
G03XA0101,DANAZOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03XA01101,DANAZOL,CÁPSULA,200 MG,1,0,1,0,0,0
G03XD002101,DANAZOL,CÁPSULA,200 MG ,,1,0,0,0,0
J04BA0201,DAPSONA,TABLETA,100 MG ,,0,0,1,1,1
J04BA02011,DAPSONA,TABLETA,100 MG,1,0,1,0,0,0
J04BD003011,DAPSONA,TABLETA,100 MG ,,1,0,0,0,0
V03AC01721,DEFEROXAMINA, ESTÉRIL I,500 MG,1,0,1,0,0,0
V03AC0101,DEFEROXAMINA MESILATO,POLVO ESTÉRIL PARA INYECCIÓN,500 MG ,,0,0,1,1,1
V03AD004721,DEFEROXAMINA MESILATO,POLVO PARA INYECCIÓN,500 MG ,,1,0,0,0,0
H01BA02701,DESMOPRESINA,SOLUCIÓN INYECTABLE,15 MCG/ML,1,0,1,0,0,0
H01BA0201,DESMOPRESINA ACETATO,SOLUCIÓN INYECTABLE,15 MCG/ML ,,0,0,1,1,1
H01BD035701,DESMOPRESINA ACETATO,SOLUCIÓN INYECTABLE,15 MCG/ML ,,1,0,0,0,0
H02AB02701,DEXAMETASONA,SOLUCIÓN INYECTABLE,4 MG/ML DE BASE,1,0,1,0,0,0
H02AB02711,DEXAMETASONA, INYECTABL,8 MG/ML DE BASE,1,0,1,0,0,0
H02AB0201,DEXAMETASONA (ACETATO),SUSPENSIÓN INYECTABLE,"8 MG/ML DE BASE  (0,8%)",,0,0,1,1,1
H02AD005711,DEXAMETASONA (ACETATO),SUSPENSIÓN INYECTABLE,8 MG/ML DE BASE  ,,1,0,0,0,0
H02AB0202,DEXAMETASONA (FOSFATO),SOLUCIÓN INYECTABLE,"4 MG/ML DE BASE (0,4%) ",,0,0,1,1,1
H02AD006701,DEXAMETASONA (FOSFATO),SOLUCIÓN INYECTABLE,4 MG/ML DE BASE ,,1,0,0,0,0
S02CA06401,DEXAMETASONA Y ANTIINFECCIOSOS,SOLUCIÓN ÓTICA,"0,15% + 0,05% + 0,5%",1,0,1,0,0,0
S03CA01601,DEXAMETASONA Y ANTIINFECCIOSOS, OFTÁLMICA,"0,1% + 0,35% + 6.000",1,0,1,0,0,0
B05AD007701,DEXTRANO DE BAJO PESO MOLECULAR,SOLUCIÓN INYECTABLE,10% (MENOR DE 40.000) EN SODIO CLORURO 0.9 % ,,1,0,0,0,0
B05AD008701,DEXTRANO DE BAJO PESO MOLECULAR,SOLUCIÓN INYECTABLE,10% (MENOR DE 40.000) EN DEXTROSA AL 5 % ,,1,0,0,0,0
B05BB0201,DEXTROSA + SODIO CLORURO,SOLUCIÓN INYECTABLE,"5% + 0,9% ",,0,0,1,1,1
B05BD010701,DEXTROSA + SODIO CLORURO,SOLUCIÓN INYECTABLE,"5% + 0,9% ",,1,0,0,0,0
B05BA0301,DEXTROSA 10% EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,"0,1",,0,0,1,1,1
B05BA0302,DEXTROSA 33%EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,"0,33",,0,0,1,1,0
B05BA0303,DEXTROSA 5% EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,"0,05",,0,0,1,1,0
B05BA0304,DEXTROSA 50% EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,55 G/100 ML O AL 50% ,,0,0,1,1,0
B05BD009704,DEXTROSA 50% EN AGUA DESTILADA   **,SOLUCIÓN INYECTABLE, 55G / 100 ML Ó AL 50%,,1,0,0,0,0
B05BD009701,DEXTROSA EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,5%,,1,0,0,0,0
B05BD009702,DEXTROSA EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,10%,,1,0,0,0,0
B05BD009703,DEXTROSA EN AGUA DESTILADA,SOLUCIÓN INYECTABLE,33%,,1,0,0,0,0
N03AD013701,DIAZEPAM,SOLUCIÓN INYECTABLE,10 MG/2 ML ,,1,0,0,0,0
N05BA0101,DIAZEPAM,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N05BA0102,DIAZEPAM,SOLUCIÓN INYECTABLE,"5 MG/ML (0,5%)",,0,0,1,1,1
N05BA01141,DIAZEPAM,CÁPSULA O TABLETA,5 MG,1,0,1,0,0,0
N05BA01142,DIAZEPAM,CÁPSULA O TABLETA,10 MG,2,0,1,0,0,0
N05BA01701,DIAZEPAM,SOLUCIÓN INYECTABLE,10 MG/2 ML,1,0,1,0,0,0
N05BD013141,DIAZEPAM,TABLETA O CÁPSULA,5 MG,,1,0,0,0,0
N05BD013142,DIAZEPAM,TABLETA O CÁPSULA,10 MG,,1,0,0,0,0
N05BD013221,DIAZEPAM,JARABE,"2 MG/ML (0,4%) ",,1,0,0,0,0
C02DA0101,DIAZÓXIDO,SOLUCIÓN INYECTABLE,"15 MG/ML (1,5%)",,0,0,1,1,1
C02DA01701,DIAZÓXIDO,SOLUCIÓN INYECTABLE,300 MG/20 ML,1,0,1,0,0,0
C02DD014701,DIAZÓXIDO,SOLUCIÓN INYECTABLE,300 MG/20 ML ,,1,0,0,0,0
M01AB05021,DICLOFENACO,TABLETA CON O SIN RE,50 MG,1,0,1,0,0,0
M01AB05701,DICLOFENACO,SOLUCIÓN INYECTABLE,75 MG/3 ML,1,0,1,0,0,0
M01AB0501,DICLOFENACO SÓDICO,SOLUCIÓN INYECTABLE,"25 MG/ML DE BASE (2,5%) ",,0,0,1,1,1
M01AB0502,DICLOFENACO SÓDICO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
M01AD015021,DICLOFENACO SÓDICO,GRAGEA,50 MG ,,1,0,0,0,0
M01AD015701,DICLOFENACO SÓDICO,SOLUCIÓN INYECTABLE,75 MG/3 ML ,,1,0,0,0,0
J01CD016101,DICLOXACILINA,CÁPSULA,250 MG ,,1,0,0,0,0
J01CD016102,DICLOXACILINA,CÁPSULA,500 MG ,,1,0,0,0,0
J01CD016231,DICLOXACILINA,ORAL,"125 MG/5 ML (2,5%) ",,1,0,0,0,0
J01CD016232,DICLOXACILINA,ORAL,250 MG/5 ML (5%) ,,1,0,0,0,0
